Transaction_ID,Date,Hour,Is_Weekend,Outlet_Code,Outlet_Name,City,Region,Product_ID,Product_Name,Category,ABC_Classification,Unit_Price_INR,Unit_Cost_INR,Quantity,Gross_Revenue_INR,Discount_Pct,Discount_Override_Code,Net_Revenue_INR,Gross_Profit_INR,Margin_Pct,Payment_Method,Customer_Rating,Customer_Segment,Store_Footfall_Day
TXN-IN-10610,2026-07-22,10,0,BLR-002,Bengaluru – Koramangala 5th Block,Bengaluru,South,SKU-PKG-008,Eco-Kraft Branded Cup (Carton),Packaging,C,950,620,2,1900,0.0,NONE,1900.0,660.0,34.74,Credit Card,5,Champion,1260
TXN-IN-10611,2026-08-01,20,1,BLR-017,Bengaluru – JP Nagar (Outlet 17),Bengaluru,South,SKU-BEV-002,Monsoon Cinnamon Latte,Specialty Beverages,A,280,80,2,560,0.0,NONE,560.0,400.0,71.43,Debit Card,4,Potential Loyalist,1907
TXN-IN-10612,2026-07-23,19,0,MUM-001,Mumbai – Bandra West Linking Rd,Mumbai,West,SKU-BEV-002,Monsoon Cinnamon Latte,Specialty Beverages,A,280,80,2,560,0.0,NONE,560.0,400.0,71.43,Debit Card,5,Champion,1581
TXN-IN-10613,2026-07-23,13,0,DEL-001,Delhi – Connaught Place Inner Circle,Delhi,North,SKU-SNK-005,Truffle Cheese Mushroom Panini,Gourmet Food,A,340,120,1,340,0.0,NONE,340.0,220.0,64.71,Debit Card,5,Potential Loyalist,1557
TXN-IN-10614,2026-07-31,11,0,BLR-002,Bengaluru – Koramangala 5th Block,Bengaluru,South,SKU-BEV-001,Artisanal Cold Brew (350ml),Specialty Beverages,A,240,65,1,240,0.0,NONE,240.0,175.0,72.92,Debit Card,5,Loyal Customer,1250
TXN-IN-10615,2026-09-01,14,0,DEL-001,Delhi – Connaught Place Inner Circle,Delhi,North,SKU-BAKE-004,Butter Flaky Croissant,Artisanal Bakery,B,180,55,2,360,15.0,CAMPAIGN_CODE_PROMO,306.0,196.0,64.05,Debit Card,3,Loyal Customer,1476
TXN-IN-10616,2026-07-24,16,0,HYD-001,Hyderabad – Hitec City Cyber Towers,Hyderabad,South,SKU-PKG-008,Eco-Kraft Branded Cup (Carton),Packaging,C,950,620,1,950,0.0,NONE,950.0,330.0,34.74,Cash,5,Loyal Customer,1344
TXN-IN-10617,2026-08-18,12,0,MUM-001,Mumbai – Bandra West Linking Rd,Mumbai,West,SKU-SNK-006,Smoked Paneer Tikka Sourdough,Gourmet Food,B,310,105,4,1240,15.0,CAMPAIGN_CODE_PROMO,1054.0,634.0,60.15,Cash,5,Champion,1689
TXN-IN-10618,2026-08-18,12,0,DEL-002,Delhi – Cyber Hub Gurugram,Delhi NCR,North,SKU-BEV-003,Nitro Cold Brew Infusion,Specialty Beverages,A,310,90,2,620,0.0,NONE,620.0,440.0,70.97,UPI (GooglePay/PhonePe),4,Potential Loyalist,1176
TXN-IN-10619,2026-07-30,20,0,CHN-001,Chennai – Anna Nagar 2nd Avenue,Chennai,South,SKU-BAKE-004,Butter Flaky Croissant,Artisanal Bakery,B,180,55,1,180,0.0,NONE,180.0,125.0,69.44,UPI (GooglePay/PhonePe),5,At Risk,911
TXN-IN-10620,2026-07-20,15,0,DEL-002,Delhi – Cyber Hub Gurugram,Delhi NCR,North,SKU-BAKE-004,Butter Flaky Croissant,Artisanal Bakery,B,180,55,1,180,0.0,NONE,180.0,125.0,69.44,Cash,2,At Risk,1021
TXN-IN-10621,2026-08-15,19,1,BLR-001,Bengaluru – Indiranagar 100ft,Bengaluru,South,SKU-BEV-001,Artisanal Cold Brew (350ml),Specialty Beverages,A,240,65,4,960,0.0,NONE,960.0,700.0,72.92,Debit Card,5,Loyal Customer,1650
TXN-IN-10622,2026-07-26,17,1,HYD-001,Hyderabad – Hitec City Cyber Towers,Hyderabad,South,SKU-PKG-008,Eco-Kraft Branded Cup (Carton),Packaging,C,950,620,1,950,15.0,CAMPAIGN_CODE_PROMO,807.5,187.5,23.22,Debit Card,2,Champion,1871
TXN-IN-10623,2026-08-04,13,0,BLR-017,Bengaluru – JP Nagar (Outlet 17),Bengaluru,South,SKU-BEV-001,Artisanal Cold Brew (350ml),Specialty Beverages,A,240,65,1,240,0.0,NONE,240.0,175.0,72.92,Cash,5,Loyal Customer,1537
TXN-IN-10624,2026-07-28,14,0,DEL-002,Delhi – Cyber Hub Gurugram,Delhi NCR,North,SKU-BEV-003,Nitro Cold Brew Infusion,Specialty Beverages,A,310,90,2,620,0.0,NONE,620.0,440.0,70.97,UPI (GooglePay/PhonePe),3,Champion,1196
TXN-IN-10625,2026-08-10,19,0,CHN-001,Chennai – Anna Nagar 2nd Avenue,Chennai,South,SKU-BEV-001,Artisanal Cold Brew (350ml),Specialty Beverages,A,240,65,1,240,0.0,NONE,240.0,175.0,72.92,Cash,5,Potential Loyalist,1015
TXN-IN-10626,2026-07-25,21,1,DEL-001,Delhi – Connaught Place Inner Circle,Delhi,North,SKU-BEV-001,Artisanal Cold Brew (350ml),Specialty Beverages,A,240,65,1,240,0.0,NONE,240.0,175.0,72.92,UPI (GooglePay/PhonePe),5,Loyal Customer,2103
TXN-IN-10627,2026-07-22,17,0,DEL-001,Delhi – Connaught Place Inner Circle,Delhi,North,SKU-SNK-006,Smoked Paneer Tikka Sourdough,Gourmet Food,B,310,105,1,310,15.0,CAMPAIGN_CODE_PROMO,263.5,158.5,60.15,UPI (GooglePay/PhonePe),5,Loyal Customer,1558
TXN-IN-10628,2026-07-27,19,0,HYD-001,Hyderabad – Hitec City Cyber Towers,Hyderabad,South,SKU-BAKE-004,Butter Flaky Croissant,Artisanal Bakery,B,180,55,2,360,0.0,NONE,360.0,250.0,69.44,Credit Card,5,Loyal Customer,1323
TXN-IN-10629,2026-07-24,17,0,DEL-001,Delhi – Connaught Place Inner Circle,Delhi,North,SKU-SNK-006,Smoked Paneer Tikka Sourdough,Gourmet Food,B,310,105,1,310,0.0,NONE,310.0,205.0,66.13,Debit Card,4,Potential Loyalist,1556
TXN-IN-10630,2026-08-07,21,0,HYD-001,Hyderabad – Hitec City Cyber Towers,Hyderabad,South,SKU-SNK-006,Smoked Paneer Tikka Sourdough,Gourmet Food,B,310,105,2,620,0.0,NONE,620.0,410.0,66.13,UPI (GooglePay/PhonePe),5,At Risk,1332
TXN-IN-10631,2026-07-25,21,1,DEL-002,Delhi – Cyber Hub Gurugram,Delhi NCR,North,SKU-BEV-003,Nitro Cold Brew Infusion,Specialty Beverages,A,310,90,1,310,10.0,CAMPAIGN_CODE_PROMO,279.0,189.0,67.74,UPI (GooglePay/PhonePe),4,Loyal Customer,1457
TXN-IN-10632,2026-08-22,19,1,BLR-001,Bengaluru – Indiranagar 100ft,Bengaluru,South,SKU-SNK-005,Truffle Cheese Mushroom Panini,Gourmet Food,A,340,120,1,340,0.0,NONE,340.0,220.0,64.71,Debit Card,5,Loyal Customer,1637
TXN-IN-10633,2026-07-21,20,0,MUM-002,Mumbai – Lower Parel High Street,Mumbai,West,SKU-BAKE-004,Butter Flaky Croissant,Artisanal Bakery,B,180,55,1,180,0.0,NONE,180.0,125.0,69.44,Cash,4,Loyal Customer,987
TXN-IN-10634,2026-08-30,19,1,DEL-001,Delhi – Connaught Place Inner Circle,Delhi,North,SKU-PKG-008,Eco-Kraft Branded Cup (Carton),Packaging,C,950,620,2,1900,0.0,NONE,1900.0,660.0,34.74,Debit Card,5,Loyal Customer,2023
TXN-IN-10635,2026-07-30,21,0,MUM-002,Mumbai – Lower Parel High Street,Mumbai,West,SKU-BAKE-004,Butter Flaky Croissant,Artisanal Bakery,B,180,55,1,180,0.0,NONE,180.0,125.0,69.44,UPI (GooglePay/PhonePe),5,Loyal Customer,942
TXN-IN-10636,2026-08-28,12,0,BLR-002,Bengaluru – Koramangala 5th Block,Bengaluru,South,SKU-SNK-005,Truffle Cheese Mushroom Panini,Gourmet Food,A,340,120,1,340,0.0,NONE,340.0,220.0,64.71,UPI (GooglePay/PhonePe),5,Champion,1281
TXN-IN-10637,2026-08-25,12,0,BLR-002,Bengaluru – Koramangala 5th Block,Bengaluru,South,SKU-PKG-008,Eco-Kraft Branded Cup (Carton),Packaging,C,950,620,1,950,0.0,NONE,950.0,330.0,34.74,UPI (GooglePay/PhonePe),4,Hibernating,1237
TXN-IN-10638,2026-08-12,11,0,HYD-001,Hyderabad – Hitec City Cyber Towers,Hyderabad,South,SKU-BEV-003,Nitro Cold Brew Infusion,Specialty Beverages,A,310,90,1,310,10.0,CAMPAIGN_CODE_PROMO,279.0,189.0,67.74,UPI (GooglePay/PhonePe),2,Hibernating,1349
TXN-IN-10639,2026-07-20,13,0,CHN-001,Chennai – Anna Nagar 2nd Avenue,Chennai,South,SKU-SNK-006,Smoked Paneer Tikka Sourdough,Gourmet Food,B,310,105,2,620,0.0,NONE,620.0,410.0,66.13,Cash,4,Potential Loyalist,1026
TXN-IN-10640,2026-08-17,20,0,DEL-001,Delhi – Connaught Place Inner Circle,Delhi,North,SKU-BEV-002,Monsoon Cinnamon Latte,Specialty Beverages,A,280,80,2,560,15.0,CAMPAIGN_CODE_PROMO,476.0,316.0,66.39,UPI (GooglePay/PhonePe),5,Loyal Customer,1476
TXN-IN-10641,2026-08-17,18,0,DEL-001,Delhi – Connaught Place Inner Circle,Delhi,North,SKU-BEV-002,Monsoon Cinnamon Latte,Specialty Beverages,A,280,80,1,280,0.0,NONE,280.0,200.0,71.43,Cash,5,Hibernating,1491
TXN-IN-10642,2026-08-01,16,1,BLR-001,Bengaluru – Indiranagar 100ft,Bengaluru,South,SKU-BEV-002,Monsoon Cinnamon Latte,Specialty Beverages,A,280,80,1,280,0.0,NONE,280.0,200.0,71.43,UPI (GooglePay/PhonePe),1,Loyal Customer,1597
TXN-IN-10643,2026-08-09,14,1,CHN-001,Chennai – Anna Nagar 2nd Avenue,Chennai,South,SKU-BEV-001,Artisanal Cold Brew (350ml),Specialty Beverages,A,240,65,3,720,10.0,CAMPAIGN_CODE_PROMO,648.0,453.0,69.91,Credit Card,5,Champion,1250
TXN-IN-10644,2026-08-11,10,0,MUM-002,Mumbai – Lower Parel High Street,Mumbai,West,SKU-PKG-008,Eco-Kraft Branded Cup (Carton),Packaging,C,950,620,3,2850,0.0,NONE,2850.0,990.0,34.74,Debit Card,4,Loyal Customer,1013
TXN-IN-10645,2026-08-07,15,0,BLR-002,Bengaluru – Koramangala 5th Block,Bengaluru,South,SKU-DES-007,Classic Tiramisu Cup,Desserts,B,260,85,2,520,0.0,NONE,520.0,350.0,67.31,Cash,5,Champion,1321
TXN-IN-10646,2026-08-22,18,1,DEL-001,Delhi – Connaught Place Inner Circle,Delhi,North,SKU-BEV-002,Monsoon Cinnamon Latte,Specialty Beverages,A,280,80,3,840,0.0,NONE,840.0,600.0,71.43,UPI (GooglePay/PhonePe),5,At Risk,2051
TXN-IN-10647,2026-07-31,19,0,CHN-001,Chennai – Anna Nagar 2nd Avenue,Chennai,South,SKU-PKG-008,Eco-Kraft Branded Cup (Carton),Packaging,C,950,620,2,1900,5.0,CAMPAIGN_CODE_PROMO,1805.0,565.0,31.3,Debit Card,5,Loyal Customer,917
TXN-IN-10648,2026-08-26,16,0,MUM-002,Mumbai – Lower Parel High Street,Mumbai,West,SKU-PKG-008,Eco-Kraft Branded Cup (Carton),Packaging,C,950,620,2,1900,5.0,CAMPAIGN_CODE_PROMO,1805.0,565.0,31.3,UPI (GooglePay/PhonePe),5,Hibernating,1062
TXN-IN-10649,2026-08-19,17,0,BLR-017,Bengaluru – JP Nagar (Outlet 17),Bengaluru,South,SKU-SNK-005,Truffle Cheese Mushroom Panini,Gourmet Food,A,340,120,1,340,0.0,NONE,340.0,220.0,64.71,UPI (GooglePay/PhonePe),4,Loyal Customer,1357
TXN-IN-10650,2026-08-27,20,0,DEL-001,Delhi – Connaught Place Inner Circle,Delhi,North,SKU-PKG-008,Eco-Kraft Branded Cup (Carton),Packaging,C,950,620,2,1900,0.0,NONE,1900.0,660.0,34.74,Debit Card,1,At Risk,1515
TXN-IN-10651,2026-08-21,10,0,BLR-001,Bengaluru – Indiranagar 100ft,Bengaluru,South,SKU-SNK-005,Truffle Cheese Mushroom Panini,Gourmet Food,A,340,120,1,340,0.0,NONE,340.0,220.0,64.71,UPI (GooglePay/PhonePe),5,Champion,1162
TXN-IN-10652,2026-08-15,17,1,DEL-001,Delhi – Connaught Place Inner Circle,Delhi,North,SKU-BEV-001,Artisanal Cold Brew (350ml),Specialty Beverages,A,240,65,1,240,0.0,NONE,240.0,175.0,72.92,Cash,5,Potential Loyalist,2140
TXN-IN-10653,2026-07-26,20,1,BLR-002,Bengaluru – Koramangala 5th Block,Bengaluru,South,SKU-SNK-006,Smoked Paneer Tikka Sourdough,Gourmet Food,B,310,105,3,930,0.0,NONE,930.0,615.0,66.13,Credit Card,5,Potential Loyalist,1740
TXN-IN-10654,2026-07-26,8,1,CHN-001,Chennai – Anna Nagar 2nd Avenue,Chennai,South,SKU-SNK-006,Smoked Paneer Tikka Sourdough,Gourmet Food,B,310,105,2,620,0.0,NONE,620.0,410.0,66.13,Credit Card,4,Loyal Customer,1203
TXN-IN-10655,2026-07-26,20,1,MUM-001,Mumbai – Bandra West Linking Rd,Mumbai,West,SKU-BEV-003,Nitro Cold Brew Infusion,Specialty Beverages,A,310,90,1,310,0.0,NONE,310.0,220.0,70.97,Cash,4,At Risk,2281
TXN-IN-10656,2026-08-23,21,1,CHN-001,Chennai – Anna Nagar 2nd Avenue,Chennai,South,SKU-BEV-002,Monsoon Cinnamon Latte,Specialty Beverages,A,280,80,1,280,5.0,CAMPAIGN_CODE_PROMO,266.0,186.0,69.92,UPI (GooglePay/PhonePe),5,Loyal Customer,1254
TXN-IN-10657,2026-07-28,13,0,HYD-001,Hyderabad – Hitec City Cyber Towers,Hyderabad,South,SKU-SNK-006,Smoked Paneer Tikka Sourdough,Gourmet Food,B,310,105,1,310,0.0,NONE,310.0,205.0,66.13,UPI (GooglePay/PhonePe),5,At Risk,1346
TXN-IN-10658,2026-09-02,11,0,MUM-001,Mumbai – Bandra West Linking Rd,Mumbai,West,SKU-SNK-005,Truffle Cheese Mushroom Panini,Gourmet Food,A,340,120,1,340,15.0,CAMPAIGN_CODE_PROMO,289.0,169.0,58.48,UPI (GooglePay/PhonePe),5,Potential Loyalist,1763
TXN-IN-10659,2026-08-16,19,1,BLR-001,Bengaluru – Indiranagar 100ft,Bengaluru,South,SKU-BAKE-004,Butter Flaky Croissant,Artisanal Bakery,B,180,55,1,180,0.0,NONE,180.0,125.0,69.44,UPI (GooglePay/PhonePe),5,At Risk,1483
TXN-IN-10660,2026-07-24,19,0,MUM-002,Mumbai – Lower Parel High Street,Mumbai,West,SKU-BEV-001,Artisanal Cold Brew (350ml),Specialty Beverages,A,240,65,2,480,0.0,NONE,480.0,350.0,72.92,UPI (GooglePay/PhonePe),5,Champion,1071
TXN-IN-10661,2026-08-11,19,0,BLR-001,Bengaluru – Indiranagar 100ft,Bengaluru,South,SKU-BEV-002,Monsoon Cinnamon Latte,Specialty Beverages,A,280,80,1,280,0.0,NONE,280.0,200.0,71.43,Cash,5,Champion,1198
TXN-IN-10662,2026-08-28,18,0,MUM-001,Mumbai – Bandra West Linking Rd,Mumbai,West,SKU-BEV-002,Monsoon Cinnamon Latte,Specialty Beverages,A,280,80,1,280,5.0,CAMPAIGN_CODE_PROMO,266.0,186.0,69.92,UPI (GooglePay/PhonePe),2,Champion,1763
TXN-IN-10663,2026-08-23,21,1,BLR-001,Bengaluru – Indiranagar 100ft,Bengaluru,South,SKU-BEV-002,Monsoon Cinnamon Latte,Specialty Beverages,A,280,80,3,840,0.0,NONE,840.0,600.0,71.43,Debit Card,5,Loyal Customer,1584
TXN-IN-10664,2026-09-01,22,0,BLR-017,Bengaluru – JP Nagar (Outlet 17),Bengaluru,South,SKU-BEV-003,Nitro Cold Brew Infusion,Specialty Beverages,A,310,90,2,620,25.0,OVERRIDE_MGR_01,465.0,285.0,61.29,Cash,5,Hibernating,1371
TXN-IN-10665,2026-08-18,14,0,BLR-017,Bengaluru – JP Nagar (Outlet 17),Bengaluru,South,SKU-BEV-003,Nitro Cold Brew Infusion,Specialty Beverages,A,310,90,1,310,25.0,OVERRIDE_MGR_01,232.5,142.5,61.29,UPI (GooglePay/PhonePe),4,Loyal Customer,1456
TXN-IN-10666,2026-08-27,15,0,MUM-002,Mumbai – Lower Parel High Street,Mumbai,West,SKU-PKG-008,Eco-Kraft Branded Cup (Carton),Packaging,C,950,620,1,950,0.0,NONE,950.0,330.0,34.74,Debit Card,5,Champion,1021
TXN-IN-10667,2026-09-01,18,0,DEL-001,Delhi – Connaught Place Inner Circle,Delhi,North,SKU-BEV-003,Nitro Cold Brew Infusion,Specialty Beverages,A,310,90,1,310,0.0,NONE,310.0,220.0,70.97,Debit Card,5,Potential Loyalist,1441
TXN-IN-10668,2026-07-27,18,0,BLR-002,Bengaluru – Koramangala 5th Block,Bengaluru,South,SKU-DES-007,Classic Tiramisu Cup,Desserts,B,260,85,1,260,5.0,CAMPAIGN_CODE_PROMO,247.0,162.0,65.59,UPI (GooglePay/PhonePe),5,Champion,1251
TXN-IN-10669,2026-08-27,15,0,DEL-002,Delhi – Cyber Hub Gurugram,Delhi NCR,North,SKU-BEV-002,Monsoon Cinnamon Latte,Specialty Beverages,A,280,80,1,280,0.0,NONE,280.0,200.0,71.43,Cash,5,Potential Loyalist,1184
TXN-IN-10670,2026-08-14,21,0,DEL-001,Delhi – Connaught Place Inner Circle,Delhi,North,SKU-PKG-008,Eco-Kraft Branded Cup (Carton),Packaging,C,950,620,2,1900,0.0,NONE,1900.0,660.0,34.74,Cash,5,Potential Loyalist,1447
TXN-IN-10671,2026-07-27,18,0,MUM-002,Mumbai – Lower Parel High Street,Mumbai,West,SKU-PKG-008,Eco-Kraft Branded Cup (Carton),Packaging,C,950,620,1,950,5.0,CAMPAIGN_CODE_PROMO,902.5,282.5,31.3,UPI (GooglePay/PhonePe),4,Loyal Customer,906
TXN-IN-10672,2026-07-31,18,0,DEL-002,Delhi – Cyber Hub Gurugram,Delhi NCR,North,SKU-SNK-006,Smoked Paneer Tikka Sourdough,Gourmet Food,B,310,105,1,310,5.0,CAMPAIGN_CODE_PROMO,294.5,189.5,64.35,Cash,4,Potential Loyalist,1071
TXN-IN-10673,2026-08-07,17,0,HYD-001,Hyderabad – Hitec City Cyber Towers,Hyderabad,South,SKU-PKG-008,Eco-Kraft Branded Cup (Carton),Packaging,C,950,620,1,950,0.0,NONE,950.0,330.0,34.74,Cash,5,Hibernating,1318
TXN-IN-10674,2026-08-16,20,1,BLR-017,Bengaluru – JP Nagar (Outlet 17),Bengaluru,South,SKU-DES-007,Classic Tiramisu Cup,Desserts,B,260,85,1,260,25.0,OVERRIDE_MGR_01,195.0,110.0,56.41,UPI (GooglePay/PhonePe),3,At Risk,1914
TXN-IN-10675,2026-09-03,13,0,BLR-002,Bengaluru – Koramangala 5th Block,Bengaluru,South,SKU-PKG-008,Eco-Kraft Branded Cup (Carton),Packaging,C,950,620,1,950,0.0,NONE,950.0,330.0,34.74,UPI (GooglePay/PhonePe),5,Loyal Customer,1341
TXN-IN-10676,2026-09-01,20,0,CHN-001,Chennai – Anna Nagar 2nd Avenue,Chennai,South,SKU-PKG-008,Eco-Kraft Branded Cup (Carton),Packaging,C,950,620,1,950,0.0,NONE,950.0,330.0,34.74,Debit Card,5,Loyal Customer,936
TXN-IN-10677,2026-08-28,9,0,DEL-001,Delhi – Connaught Place Inner Circle,Delhi,North,SKU-SNK-005,Truffle Cheese Mushroom Panini,Gourmet Food,A,340,120,1,340,10.0,CAMPAIGN_CODE_PROMO,306.0,186.0,60.78,Credit Card,4,Loyal Customer,1615
TXN-IN-10678,2026-08-29,14,1,DEL-001,Delhi – Connaught Place Inner Circle,Delhi,North,SKU-DES-007,Classic Tiramisu Cup,Desserts,B,260,85,1,260,0.0,NONE,260.0,175.0,67.31,Credit Card,5,Champion,2005
TXN-IN-10679,2026-08-30,10,1,MUM-002,Mumbai – Lower Parel High Street,Mumbai,West,SKU-BEV-002,Monsoon Cinnamon Latte,Specialty Beverages,A,280,80,3,840,0.0,NONE,840.0,600.0,71.43,Credit Card,5,Loyal Customer,1252
TXN-IN-10680,2026-08-18,19,0,DEL-002,Delhi – Cyber Hub Gurugram,Delhi NCR,North,SKU-DES-007,Classic Tiramisu Cup,Desserts,B,260,85,1,260,0.0,NONE,260.0,175.0,67.31,Credit Card,5,Loyal Customer,1166
TXN-IN-10681,2026-07-26,12,1,HYD-001,Hyderabad – Hitec City Cyber Towers,Hyderabad,South,SKU-BEV-002,Monsoon Cinnamon Latte,Specialty Beverages,A,280,80,2,560,0.0,NONE,560.0,400.0,71.43,Credit Card,5,Loyal Customer,1907
TXN-IN-10682,2026-08-01,17,1,HYD-001,Hyderabad – Hitec City Cyber Towers,Hyderabad,South,SKU-BEV-002,Monsoon Cinnamon Latte,Specialty Beverages,A,280,80,2,560,0.0,NONE,560.0,400.0,71.43,UPI (GooglePay/PhonePe),5,Loyal Customer,1853
TXN-IN-10683,2026-08-28,13,0,BLR-017,Bengaluru – JP Nagar (Outlet 17),Bengaluru,South,SKU-BEV-002,Monsoon Cinnamon Latte,Specialty Beverages,A,280,80,2,560,0.0,NONE,560.0,400.0,71.43,Debit Card,5,Potential Loyalist,1506
TXN-IN-10684,2026-08-08,17,1,CHN-001,Chennai – Anna Nagar 2nd Avenue,Chennai,South,SKU-SNK-005,Truffle Cheese Mushroom Panini,Gourmet Food,A,340,120,1,340,0.0,NONE,340.0,220.0,64.71,Debit Card,5,Loyal Customer,1333
TXN-IN-10685,2026-08-24,17,0,BLR-002,Bengaluru – Koramangala 5th Block,Bengaluru,South,SKU-BEV-001,Artisanal Cold Brew (350ml),Specialty Beverages,A,240,65,2,480,0.0,NONE,480.0,350.0,72.92,Debit Card,5,Hibernating,1390
TXN-IN-10686,2026-08-18,19,0,MUM-002,Mumbai – Lower Parel High Street,Mumbai,West,SKU-DES-007,Classic Tiramisu Cup,Desserts,B,260,85,3,780,5.0,CAMPAIGN_CODE_PROMO,741.0,486.0,65.59,Credit Card,5,Champion,1091
TXN-IN-10687,2026-09-01,20,0,MUM-002,Mumbai – Lower Parel High Street,Mumbai,West,SKU-DES-007,Classic Tiramisu Cup,Desserts,B,260,85,1,260,0.0,NONE,260.0,175.0,67.31,UPI (GooglePay/PhonePe),4,Loyal Customer,973
TXN-IN-10688,2026-08-30,13,1,BLR-002,Bengaluru – Koramangala 5th Block,Bengaluru,South,SKU-SNK-005,Truffle Cheese Mushroom Panini,Gourmet Food,A,340,120,2,680,0.0,NONE,680.0,440.0,64.71,UPI (GooglePay/PhonePe),5,Champion,1727
TXN-IN-10689,2026-08-18,21,0,HYD-001,Hyderabad – Hitec City Cyber Towers,Hyderabad,South,SKU-DES-007,Classic Tiramisu Cup,Desserts,B,260,85,1,260,0.0,NONE,260.0,175.0,67.31,Credit Card,5,Loyal Customer,1381
TXN-IN-10690,2026-08-31,9,0,CHN-001,Chennai – Anna Nagar 2nd Avenue,Chennai,South,SKU-BEV-003,Nitro Cold Brew Infusion,Specialty Beverages,A,310,90,2,620,0.0,NONE,620.0,440.0,70.97,UPI (GooglePay/PhonePe),5,At Risk,920
TXN-IN-10691,2026-08-27,15,0,MUM-002,Mumbai – Lower Parel High Street,Mumbai,West,SKU-BEV-002,Monsoon Cinnamon Latte,Specialty Beverages,A,280,80,3,840,0.0,NONE,840.0,600.0,71.43,UPI (GooglePay/PhonePe),5,At Risk,935
TXN-IN-10692,2026-08-04,20,0,BLR-017,Bengaluru – JP Nagar (Outlet 17),Bengaluru,South,SKU-BEV-002,Monsoon Cinnamon Latte,Specialty Beverages,A,280,80,1,280,0.0,NONE,280.0,200.0,71.43,Credit Card,5,Champion,1493
TXN-IN-10693,2026-07-27,19,0,DEL-001,Delhi – Connaught Place Inner Circle,Delhi,North,SKU-SNK-006,Smoked Paneer Tikka Sourdough,Gourmet Food,B,310,105,2,620,0.0,NONE,620.0,410.0,66.13,UPI (GooglePay/PhonePe),2,Champion,1447
TXN-IN-10694,2026-07-31,13,0,MUM-001,Mumbai – Bandra West Linking Rd,Mumbai,West,SKU-SNK-005,Truffle Cheese Mushroom Panini,Gourmet Food,A,340,120,1,340,0.0,NONE,340.0,220.0,64.71,Debit Card,5,Potential Loyalist,1598
TXN-IN-10695,2026-08-09,13,1,CHN-001,Chennai – Anna Nagar 2nd Avenue,Chennai,South,SKU-DES-007,Classic Tiramisu Cup,Desserts,B,260,85,1,260,0.0,NONE,260.0,175.0,67.31,UPI (GooglePay/PhonePe),5,Potential Loyalist,1240
TXN-IN-10696,2026-07-21,19,0,BLR-001,Bengaluru – Indiranagar 100ft,Bengaluru,South,SKU-BEV-001,Artisanal Cold Brew (350ml),Specialty Beverages,A,240,65,2,480,0.0,NONE,480.0,350.0,72.92,Cash,5,Potential Loyalist,1249
TXN-IN-10697,2026-08-12,15,0,BLR-017,Bengaluru – JP Nagar (Outlet 17),Bengaluru,South,SKU-BAKE-004,Butter Flaky Croissant,Artisanal Bakery,B,180,55,3,540,0.0,NONE,540.0,375.0,69.44,Credit Card,5,Hibernating,1533
TXN-IN-10698,2026-08-04,12,0,MUM-002,Mumbai – Lower Parel High Street,Mumbai,West,SKU-BAKE-004,Butter Flaky Croissant,Artisanal Bakery,B,180,55,3,540,0.0,NONE,540.0,375.0,69.44,Credit Card,3,Potential Loyalist,1004
TXN-IN-10699,2026-07-22,21,0,MUM-002,Mumbai – Lower Parel High Street,Mumbai,West,SKU-BEV-002,Monsoon Cinnamon Latte,Specialty Beverages,A,280,80,2,560,0.0,NONE,560.0,400.0,71.43,Debit Card,3,Loyal Customer,1008
TXN-IN-10700,2026-07-26,14,1,BLR-002,Bengaluru – Koramangala 5th Block,Bengaluru,South,SKU-SNK-005,Truffle Cheese Mushroom Panini,Gourmet Food,A,340,120,1,340,0.0,NONE,340.0,220.0,64.71,Cash,4,Loyal Customer,1655
TXN-IN-10701,2026-07-23,11,0,BLR-002,Bengaluru – Koramangala 5th Block,Bengaluru,South,SKU-PKG-008,Eco-Kraft Branded Cup (Carton),Packaging,C,950,620,2,1900,0.0,NONE,1900.0,660.0,34.74,Credit Card,5,Champion,1240
TXN-IN-10702,2026-08-04,19,0,CHN-001,Chennai – Anna Nagar 2nd Avenue,Chennai,South,SKU-BEV-003,Nitro Cold Brew Infusion,Specialty Beverages,A,310,90,2,620,0.0,NONE,620.0,440.0,70.97,Credit Card,5,At Risk,874
TXN-IN-10703,2026-08-05,12,0,BLR-002,Bengaluru – Koramangala 5th Block,Bengaluru,South,SKU-SNK-006,Smoked Paneer Tikka Sourdough,Gourmet Food,B,310,105,2,620,0.0,NONE,620.0,410.0,66.13,UPI (GooglePay/PhonePe),5,Loyal Customer,1346
TXN-IN-10704,2026-08-03,18,0,BLR-001,Bengaluru – Indiranagar 100ft,Bengaluru,South,SKU-BEV-001,Artisanal Cold Brew (350ml),Specialty Beverages,A,240,65,3,720,0.0,NONE,720.0,525.0,72.92,UPI (GooglePay/PhonePe),1,Champion,1249
TXN-IN-10705,2026-07-30,18,0,BLR-001,Bengaluru – Indiranagar 100ft,Bengaluru,South,SKU-DES-007,Classic Tiramisu Cup,Desserts,B,260,85,2,520,10.0,CAMPAIGN_CODE_PROMO,468.0,298.0,63.68,UPI (GooglePay/PhonePe),2,Champion,1253
TXN-IN-10706,2026-08-22,17,1,DEL-002,Delhi – Cyber Hub Gurugram,Delhi NCR,North,SKU-PKG-008,Eco-Kraft Branded Cup (Carton),Packaging,C,950,620,2,1900,0.0,NONE,1900.0,660.0,34.74,UPI (GooglePay/PhonePe),5,At Risk,1605
