Review_ID,Outlet_Code,Review_Text,Rating,Source,Date
REV-1235,DEL-002,Sanitation in the washroom was sub-par today. Coffee was good though.,3,Swiggy Dineout,2026-08-27
REV-1236,HYD-001,Super quick takeaway at Hitec City. Great UPI scan and go experience.,5,Google Reviews,2026-07-24
REV-1237,HYD-001,Best truffle panini in Connaught Place. Fast service and clean tables.,5,Zomato,2026-07-23
REV-1238,BLR-001,"Prompt service, clean counter, hygienic preparation observed.",5,Google Reviews,2026-08-25
REV-1239,BLR-001,"Cashier applied manual discount without asking, but waiting time was almost 25 minutes. Needs more staff.",2,Swiggy Dineout,2026-08-14
REV-1240,DEL-001,Best truffle panini in Connaught Place. Fast service and clean tables.,5,Swiggy Dineout,2026-08-05
REV-1241,DEL-001,Best truffle panini in Connaught Place. Fast service and clean tables.,5,Swiggy Dineout,2026-08-30
REV-1242,DEL-002,Sanitation in the washroom was sub-par today. Coffee was good though.,3,Zomato,2026-08-01
REV-1243,BLR-017,Extremely disappointed. Outlet 17 opened 45 minutes late and cold brew was completely out of stock!,1,Google Reviews,2026-08-29
REV-1244,BLR-001,Amazing cold brew and fantastic ambiance in Indiranagar! The staff is very polite and fast.,5,Google Reviews,2026-08-25
REV-1245,BLR-002,My favorite cafe in Bangalore. High quality coffee and perfect croissants.,5,Zomato,2026-08-08
REV-1246,DEL-001,"Prompt service, clean counter, hygienic preparation observed.",5,Google Reviews,2026-07-25
REV-1247,CHN-001,"Prompt service, clean counter, hygienic preparation observed.",5,Customer App,2026-08-09
REV-1248,BLR-002,My favorite cafe in Bangalore. High quality coffee and perfect croissants.,5,Swiggy Dineout,2026-08-21
REV-1249,HYD-001,"Bandra branch has great music and vibe, but seating is crowded during peak Sunday evenings.",4,Swiggy Dineout,2026-08-14
REV-1250,DEL-002,Sanitation in the washroom was sub-par today. Coffee was good though.,3,Swiggy Dineout,2026-08-19
REV-1251,DEL-002,Super quick takeaway at Hitec City. Great UPI scan and go experience.,5,Customer App,2026-08-21
REV-1252,HYD-001,Super quick takeaway at Hitec City. Great UPI scan and go experience.,5,Customer App,2026-08-26
REV-1253,DEL-002,Sanitation in the washroom was sub-par today. Coffee was good though.,3,Customer App,2026-08-24
REV-1254,BLR-001,Extremely disappointed. Outlet 17 opened 45 minutes late and cold brew was completely out of stock!,1,Zomato,2026-08-12
REV-1255,DEL-001,Sanitation in the washroom was sub-par today. Coffee was good though.,3,Swiggy Dineout,2026-07-21
REV-1256,BLR-017,They ran out of Barista milk and syrup on a Saturday afternoon! How can a coffee shop not have stock?,1,Zomato,2026-09-02
REV-1257,MUM-001,"Bandra branch has great music and vibe, but seating is crowded during peak Sunday evenings.",4,Zomato,2026-08-25
REV-1258,BLR-017,Extremely disappointed. Outlet 17 opened 45 minutes late and cold brew was completely out of stock!,1,Swiggy Dineout,2026-07-21
REV-1259,MUM-002,Best truffle panini in Connaught Place. Fast service and clean tables.,5,Zomato,2026-08-28
REV-1260,BLR-017,They ran out of Barista milk and syrup on a Saturday afternoon! How can a coffee shop not have stock?,1,Zomato,2026-07-24
REV-1261,BLR-017,"Cashier applied manual discount without asking, but waiting time was almost 25 minutes. Needs more staff.",2,Zomato,2026-07-25
REV-1262,BLR-017,They ran out of Barista milk and syrup on a Saturday afternoon! How can a coffee shop not have stock?,1,Swiggy Dineout,2026-08-20
REV-1263,HYD-001,"Cashier applied manual discount without asking, but waiting time was almost 25 minutes. Needs more staff.",2,Zomato,2026-08-24
REV-1264,CHN-001,"Prompt service, clean counter, hygienic preparation observed.",5,Swiggy Dineout,2026-07-30
REV-1265,BLR-017,"Cashier applied manual discount without asking, but waiting time was almost 25 minutes. Needs more staff.",2,Swiggy Dineout,2026-07-28
REV-1266,BLR-001,Amazing cold brew and fantastic ambiance in Indiranagar! The staff is very polite and fast.,5,Swiggy Dineout,2026-08-07
REV-1267,BLR-001,My favorite cafe in Bangalore. High quality coffee and perfect croissants.,5,Zomato,2026-08-03
REV-1268,HYD-001,They ran out of Barista milk and syrup on a Saturday afternoon! How can a coffee shop not have stock?,1,Swiggy Dineout,2026-07-25
REV-1269,BLR-017,They ran out of Barista milk and syrup on a Saturday afternoon! How can a coffee shop not have stock?,1,Customer App,2026-08-19
REV-1270,BLR-017,"Cashier applied manual discount without asking, but waiting time was almost 25 minutes. Needs more staff.",2,Zomato,2026-08-12
REV-1271,CHN-001,My favorite cafe in Bangalore. High quality coffee and perfect croissants.,5,Google Reviews,2026-07-29
REV-1272,DEL-001,Best truffle panini in Connaught Place. Fast service and clean tables.,5,Swiggy Dineout,2026-08-15
REV-1273,CHN-001,Best truffle panini in Connaught Place. Fast service and clean tables.,5,Swiggy Dineout,2026-08-02
REV-1274,CHN-001,"Prompt service, clean counter, hygienic preparation observed.",5,Swiggy Dineout,2026-08-29
REV-1275,BLR-017,Extremely disappointed. Outlet 17 opened 45 minutes late and cold brew was completely out of stock!,1,Swiggy Dineout,2026-08-10
REV-1276,BLR-001,"Prompt service, clean counter, hygienic preparation observed.",5,Swiggy Dineout,2026-09-03
REV-1277,BLR-002,My favorite cafe in Bangalore. High quality coffee and perfect croissants.,5,Customer App,2026-08-10
REV-1278,CHN-001,Best truffle panini in Connaught Place. Fast service and clean tables.,5,Google Reviews,2026-08-13
REV-1279,DEL-001,Super quick takeaway at Hitec City. Great UPI scan and go experience.,5,Zomato,2026-08-02
REV-1280,MUM-001,They ran out of Barista milk and syrup on a Saturday afternoon! How can a coffee shop not have stock?,1,Google Reviews,2026-08-26
REV-1281,MUM-001,"Bandra branch has great music and vibe, but seating is crowded during peak Sunday evenings.",4,Google Reviews,2026-08-24
REV-1282,BLR-001,Amazing cold brew and fantastic ambiance in Indiranagar! The staff is very polite and fast.,5,Google Reviews,2026-08-05
REV-1283,DEL-002,Sanitation in the washroom was sub-par today. Coffee was good though.,3,Zomato,2026-08-08
REV-1284,BLR-017,Extremely disappointed. Outlet 17 opened 45 minutes late and cold brew was completely out of stock!,1,Swiggy Dineout,2026-08-25
REV-1285,MUM-001,Super quick takeaway at Hitec City. Great UPI scan and go experience.,5,Google Reviews,2026-08-26
REV-1286,BLR-002,My favorite cafe in Bangalore. High quality coffee and perfect croissants.,5,Swiggy Dineout,2026-07-29
REV-1287,HYD-001,Super quick takeaway at Hitec City. Great UPI scan and go experience.,5,Google Reviews,2026-08-07
REV-1288,DEL-002,Sanitation in the washroom was sub-par today. Coffee was good though.,3,Google Reviews,2026-08-10
REV-1289,DEL-001,Best truffle panini in Connaught Place. Fast service and clean tables.,5,Google Reviews,2026-07-24
REV-1290,DEL-001,Best truffle panini in Connaught Place. Fast service and clean tables.,5,Google Reviews,2026-08-08
REV-1291,BLR-017,"Cashier applied manual discount without asking, but waiting time was almost 25 minutes. Needs more staff.",2,Google Reviews,2026-08-31
REV-1292,BLR-001,My favorite cafe in Bangalore. High quality coffee and perfect croissants.,5,Customer App,2026-08-12
REV-1293,CHN-001,"Prompt service, clean counter, hygienic preparation observed.",5,Swiggy Dineout,2026-08-09
REV-1294,DEL-002,Super quick takeaway at Hitec City. Great UPI scan and go experience.,5,Customer App,2026-08-04
REV-1295,DEL-001,"Cashier applied manual discount without asking, but waiting time was almost 25 minutes. Needs more staff.",2,Swiggy Dineout,2026-07-27
REV-1296,BLR-017,They ran out of Barista milk and syrup on a Saturday afternoon! How can a coffee shop not have stock?,1,Google Reviews,2026-07-29
REV-1297,DEL-002,Sanitation in the washroom was sub-par today. Coffee was good though.,3,Google Reviews,2026-08-15
REV-1298,BLR-017,"Cashier applied manual discount without asking, but waiting time was almost 25 minutes. Needs more staff.",2,Google Reviews,2026-07-21
REV-1299,BLR-017,Sanitation in the washroom was sub-par today. Coffee was good though.,3,Customer App,2026-08-30
REV-1300,DEL-002,Sanitation in the washroom was sub-par today. Coffee was good though.,3,Zomato,2026-07-30
REV-1301,BLR-002,"Cashier applied manual discount without asking, but waiting time was almost 25 minutes. Needs more staff.",2,Google Reviews,2026-08-14
REV-1302,BLR-017,They ran out of Barista milk and syrup on a Saturday afternoon! How can a coffee shop not have stock?,1,Zomato,2026-07-29
REV-1303,BLR-002,My favorite cafe in Bangalore. High quality coffee and perfect croissants.,5,Customer App,2026-07-30
REV-1304,DEL-002,Sanitation in the washroom was sub-par today. Coffee was good though.,3,Google Reviews,2026-08-22
REV-1305,MUM-001,"Bandra branch has great music and vibe, but seating is crowded during peak Sunday evenings.",4,Google Reviews,2026-07-20
REV-1306,BLR-001,Amazing cold brew and fantastic ambiance in Indiranagar! The staff is very polite and fast.,5,Zomato,2026-08-31
REV-1307,DEL-001,Best truffle panini in Connaught Place. Fast service and clean tables.,5,Zomato,2026-08-24
REV-1308,BLR-001,Super quick takeaway at Hitec City. Great UPI scan and go experience.,5,Zomato,2026-07-29
REV-1309,BLR-001,Amazing cold brew and fantastic ambiance in Indiranagar! The staff is very polite and fast.,5,Customer App,2026-08-06
REV-1310,DEL-001,They ran out of Barista milk and syrup on a Saturday afternoon! How can a coffee shop not have stock?,1,Zomato,2026-08-05
REV-1311,MUM-001,"Bandra branch has great music and vibe, but seating is crowded during peak Sunday evenings.",4,Google Reviews,2026-07-29
REV-1312,CHN-001,"Prompt service, clean counter, hygienic preparation observed.",5,Swiggy Dineout,2026-07-31
REV-1313,DEL-001,Amazing cold brew and fantastic ambiance in Indiranagar! The staff is very polite and fast.,5,Google Reviews,2026-09-03
REV-1314,BLR-017,Extremely disappointed. Outlet 17 opened 45 minutes late and cold brew was completely out of stock!,1,Customer App,2026-07-22
REV-1315,BLR-017,"Cashier applied manual discount without asking, but waiting time was almost 25 minutes. Needs more staff.",2,Zomato,2026-08-05
REV-1316,DEL-002,Amazing cold brew and fantastic ambiance in Indiranagar! The staff is very polite and fast.,5,Swiggy Dineout,2026-08-19
REV-1317,HYD-001,"Cashier applied manual discount without asking, but waiting time was almost 25 minutes. Needs more staff.",2,Customer App,2026-09-02
REV-1318,CHN-001,"Prompt service, clean counter, hygienic preparation observed.",5,Google Reviews,2026-08-05
REV-1319,CHN-001,My favorite cafe in Bangalore. High quality coffee and perfect croissants.,5,Swiggy Dineout,2026-08-16
REV-1320,DEL-002,Sanitation in the washroom was sub-par today. Coffee was good though.,3,Google Reviews,2026-08-13
REV-1321,DEL-001,Best truffle panini in Connaught Place. Fast service and clean tables.,5,Zomato,2026-08-03
REV-1322,BLR-017,They ran out of Barista milk and syrup on a Saturday afternoon! How can a coffee shop not have stock?,1,Customer App,2026-08-13
REV-1323,DEL-002,Best truffle panini in Connaught Place. Fast service and clean tables.,5,Zomato,2026-07-24
REV-1324,DEL-002,"Bandra branch has great music and vibe, but seating is crowded during peak Sunday evenings.",4,Google Reviews,2026-08-15
REV-1325,BLR-002,Extremely disappointed. Outlet 17 opened 45 minutes late and cold brew was completely out of stock!,1,Google Reviews,2026-07-25
REV-1326,BLR-002,My favorite cafe in Bangalore. High quality coffee and perfect croissants.,5,Google Reviews,2026-08-06
REV-1327,MUM-002,Super quick takeaway at Hitec City. Great UPI scan and go experience.,5,Customer App,2026-07-25
REV-1328,CHN-001,"Prompt service, clean counter, hygienic preparation observed.",5,Google Reviews,2026-08-02
REV-1329,BLR-017,Best truffle panini in Connaught Place. Fast service and clean tables.,5,Swiggy Dineout,2026-08-22
REV-1330,DEL-001,"Prompt service, clean counter, hygienic preparation observed.",5,Zomato,2026-09-03
REV-1331,CHN-001,"Prompt service, clean counter, hygienic preparation observed.",5,Google Reviews,2026-08-05
REV-1332,BLR-001,Super quick takeaway at Hitec City. Great UPI scan and go experience.,5,Zomato,2026-08-08
REV-1333,HYD-001,Super quick takeaway at Hitec City. Great UPI scan and go experience.,5,Swiggy Dineout,2026-07-25
REV-1334,DEL-002,Sanitation in the washroom was sub-par today. Coffee was good though.,3,Google Reviews,2026-08-25
REV-1335,DEL-001,Best truffle panini in Connaught Place. Fast service and clean tables.,5,Customer App,2026-08-20
REV-1336,BLR-001,Amazing cold brew and fantastic ambiance in Indiranagar! The staff is very polite and fast.,5,Customer App,2026-08-29
REV-1337,DEL-002,They ran out of Barista milk and syrup on a Saturday afternoon! How can a coffee shop not have stock?,1,Swiggy Dineout,2026-08-13
REV-1338,BLR-017,Extremely disappointed. Outlet 17 opened 45 minutes late and cold brew was completely out of stock!,1,Zomato,2026-07-30
REV-1339,BLR-002,They ran out of Barista milk and syrup on a Saturday afternoon! How can a coffee shop not have stock?,1,Google Reviews,2026-07-27
REV-1340,BLR-017,They ran out of Barista milk and syrup on a Saturday afternoon! How can a coffee shop not have stock?,1,Swiggy Dineout,2026-08-02
REV-1341,DEL-002,Amazing cold brew and fantastic ambiance in Indiranagar! The staff is very polite and fast.,5,Swiggy Dineout,2026-08-16
REV-1342,MUM-002,They ran out of Barista milk and syrup on a Saturday afternoon! How can a coffee shop not have stock?,1,Customer App,2026-08-20
REV-1343,DEL-002,Sanitation in the washroom was sub-par today. Coffee was good though.,3,Customer App,2026-08-06
REV-1344,DEL-001,Best truffle panini in Connaught Place. Fast service and clean tables.,5,Swiggy Dineout,2026-08-06
REV-1345,DEL-001,"Prompt service, clean counter, hygienic preparation observed.",5,Customer App,2026-08-10
REV-1346,BLR-017,Extremely disappointed. Outlet 17 opened 45 minutes late and cold brew was completely out of stock!,1,Zomato,2026-07-25
REV-1347,DEL-001,Super quick takeaway at Hitec City. Great UPI scan and go experience.,5,Swiggy Dineout,2026-08-27
REV-1348,CHN-001,Extremely disappointed. Outlet 17 opened 45 minutes late and cold brew was completely out of stock!,1,Customer App,2026-08-06
REV-1349,HYD-001,They ran out of Barista milk and syrup on a Saturday afternoon! How can a coffee shop not have stock?,1,Google Reviews,2026-09-01
